"서울특별시","남자","합계",4623318,268167,1413130,2868594,538722,2324925,4947,73427,0
"서울특별시","남자","0~4세",206507,94153,75927,33622,16509,17094,19,2805,0
"서울특별시","남자","5~9세",213537,34224,117206,58800,26334,32353,113,3307,0
"서울특별시","남자","10~14세",284075,27985,159280,94018,39217,54620,181,2792,0
"서울특별시","남자","15~19세",316867,24402,170737,119424,50959,67859,606,2304,0
"서울특별시","남자","20~24세",252626,12682,112012,125493,41592,82869,1032,2439,0
"서울특별시","남자","25~29세",431658,14680,165893,248248,71852,175617,779,2837,0
"서울특별시","남자","30~34세",431057,11069,149058,267961,71243,196368,350,2969,0
"서울특별시","남자","35~39세",428647,9039,135884,280688,64392,215990,306,3036,0
"서울특별시","남자","40~44세",394843,8088,94923,288989,44219,244481,289,2843,0
"서울특별시","남자","45~49세",377782,8355,66322,300510,31291,268977,242,2595,0
"서울특별시","남자","50~54세",370261,8088,57574,302580,28944,273410,226,2019,0
"서울특별시","남자","55~59세",284171,4498,34873,243240,17655,225426,159,1560,0
"서울특별시","남자","60~64세",225114,3689,27233,188647,14099,174436,112,5545,0
"서울특별시","남자","65~69세",176479,2917,20460,142330,9412,132800,118,10772,0
"서울특별시","남자","70~74세",121501,2233,13641,96730,6125,90501,104,8897,0
"서울특별시","남자","75세 이상",108193,2065,12107,77314,4879,72124,311,16707,0
"서울특별시","여자","합계",4926888,250921,1402835,3172628,564850,2603884,3894,100504,0
"서울특별시","여자","0~4세",192689,89670,69682,30810,14585,16208,17,2527,0
"서울특별시","여자","5~9세",199382,32110,108088,55839,25508,30240,91,3345,0
"서울특별시","여자","10~14세",262342,24591,146009,89045,36966,51944,135,2697,0
"서울특별시","여자","15~19세",305546,21548,160020,120824,49314,71024,486,3154,0
"서울특별시","여자","20~24세",348935,13780,143651,186250,54607,130812,831,5254,0
"서울특별시","여자","25~29세",465308,12413,162894,283836,76123,207387,326,6165,0
"서울특별시","여자","30~34세",429475,8531,138504,276116,72890,203120,106,6324,0
"서울특별시","여자","35~39세",424827,8166,127084,282937,62852,219999,86,6640,0
"서울특별시","여자","40~44세",404177,8333,90832,299045,45737,253238,70,5967,0
"서울특별시","여자","45~49세",408009,7661,68286,326428,33948,292411,69,5634,0
"서울특별시","여자","50~54세",408512,6969,60956,335427,32651,302680,96,5160,0
"서울특별시","여자","55~59세",309651,4652,37842,263732,18543,245118,71,3425,0
"서울특별시","여자","60~64세",244553,3615,28377,206584,15073,191453,58,5977,0
"서울특별시","여자","65~69세",186059,3171,21360,151331,9785,141458,88,10197,0
"서울특별시","여자","70~74세",142411,2234,16383,114717,7320,107213,184,9077,0
"서울특별시","여자","75세 이상",195012,3477,22867,149707,8948,139579,1180,18961,0
"부산광역시","계","합계",3352257,206452,1332719,1763802,261457,1495728,6617,49284,0
"부산광역시","계","0~4세",124521,56175,51619,16043,7235,8806,2,684,0
"부산광역시","계","5~9세",139230,26279,84150,27903,11235,16438,230,898,0
"부산광역시","계","10~14세",199115,24825,127534,46190,19509,26531,150,566,0
"부산광역시","계","15~19세",233867,19817,148276,64960,25319,39197,444,814,0
"부산광역시","계","20~24세",196735,11366,116297,67350,20975,46255,120,1722,0
"부산광역시","계","25~29세",245857,12501,143639,88077,28598,59356,123,1640,0
"부산광역시","계","30~34세",240019,8745,129051,100806,28160,72528,118,1417,0
"부산광역시","계","35~39세",256872,7498,116471,131576,27385,104036,155,1327,0
"부산광역시","계","40~44세",271891,8035,97673,165228,22192,142765,271,955,0
"부산광역시","계","45~49세",293193,7508,81164,203671,18892,184459,320,850,0
"부산광역시","계","50~54세",312201,7300,78994,225388,19460,205457,471,519,0
"부산광역시","계","55~59세",248665,4622,57555,186021,13164,172464,393,467,0
"부산광역시","계","60~64세",192922,3404,36155,150982,7715,142984,283,2381,0
"부산광역시","계","65~69세",149218,3090,24057,108508,4327,103803,378,13563,0
"부산광역시","계","70~74세",115201,2492,17651,84700,3460,80693,547,10358,0
"부산광역시","계","75세 이상",132750,2795,22433,96399,3831,89956,2612,11123,0
"부산광역시","남자","합계",1620220,111396,665447,823551,127621,693231,2699,19826,0
"부산광역시","남자","0~4세",64940,29221,26862,8515,3879,4636,0,342,0
"부산광역시","남자","5~9세",72473,13900,43906,14229,5737,8372,120,438,0
"부산광역시","남자","10~14세",106298,13467,68302,24254,10199,14012,43,275,0
"부산광역시","남자","15~19세",122925,11076,79103,32418,12896,19285,237,328,0
"부산광역시","남자","20~24세",89241,5654,53139,30257,9283,20915,59,191,0
"부산광역시","남자","25~29세",123453,7040,72740,43424,13886,29477,61,249,0
"부산광역시","남자","30~34세",118788,5056,64934,48470,13716,34692,62,328,0
"부산광역시","남자","35~39세",127422,4214,58708,64216,13597,50524,95,284,0
"부산광역시","남자","40~44세",131039,4447,48579,77847,11085,66595,167,166,0
"부산광역시","남자","45~49세",138032,4199,39073,94573,9047,85316,210,187,0
"부산광역시","남자","50~54세",148767,4424,39171,104988,9504,95174,310,184,0
"부산광역시","남자","55~59세",119301,2835,28440,87844,6477,81102,265,182,0
"부산광역시","남자","60~64세",92674,1919,17287,72288,3637,68480,171,1180,0
"부산광역시","남자","65~69세",71173,1578,11232,51944,2108,49639,197,6419,0
"부산광역시","남자","70~74세",50891,1362,7146,38094,1445,36445,204,4289,0
"부산광역시","남자","75세 이상",42803,1004,6825,30190,1125,28567,498,4784,0
"부산광역시","여자","합계",1732037,95056,667272,940251,133836,802497,3918,29458,0
"부산광역시","여자","0~4세",59581,26954,24757,7528,3356,4170,2,342,0
"부산광역시","여자","5~9세",66757,12379,40244,13674,5498,8066,110,460,0
"부산광역시","여자","10~14세",92817,11358,59232,21936,9310,12519,107,291,0
"부산광역시","여자","15~19세",110942,8741,69173,32542,12423,19912,207,486,0
"부산광역시","여자","20~24세",107494,5712,63158,37093,11692,25340,61,1531,0
"부산광역시","여자","25~29세",122404,5461,70899,44653,14712,29879,62,1391,0
"부산광역시","여자","30~34세",121231,3689,64117,52336,14444,37836,56,1089,0
"부산광역시","여자","35~39세",129450,3284,57763,67360,13788,53512,60,1043,0
"부산광역시","여자","40~44세",140852,3588,49094,87381,11107,76170,104,789,0
"부산광역시","여자","45~49세",155161,3309,42091,109098,9845,99143,110,663,0
"부산광역시","여자","50~54세",163434,2876,39823,120400,9956,110283,161,335,0
